ibge_id,uf,name,capital,lon,lat,no_accents,alternative_names,microregion,mesoregion
3147956,MG,Patis,,-44.0827053067,-16.0792763597,Patis,,Montes Claros,Norte de Minas
3148004,MG,Patos de Minas,,-46.5159156766,-18.5925708199,Patos de Minas,,Patos de Minas,Triângulo Mineiro/Alto Paranaíba
3148103,MG,Patrocínio,,-46.9974382402,-18.9408129613,Patrocinio,,Patrocínio,Triângulo Mineiro/Alto Paranaíba
3148202,MG,Patrocínio do Muriaé,,-42.2126532983,-21.1517112745,Patrocinio do Muriae,,Muriaé,Zona da Mata
3148301,MG,Paula Cândido,,-42.9831550987,-20.870161533,Paula Candido,,Viçosa,Zona da Mata
3148400,MG,Paulistas,,-42.8726250989,-18.4317377127,Paulistas,,Guanhães,Vale do Rio Doce
3148509,MG,Pavão,,-41.0001132091,-17.4326895767,Pavao,,Teófilo Otoni,Vale do Mucuri
3148608,MG,Peçanha,,-42.5631862675,-18.5468889888,Pecanha,,Peçanha,Vale do Rio Doce
3148707,MG,Pedra Azul,,-41.2817519782,-16.0059227891,Pedra Azul,,Pedra Azul,Jequitinhonha
3148756,MG,Pedra Bonita,,-42.3321344917,-20.5200184906,Pedra Bonita,,Manhuaçu,Zona da Mata
3148806,MG,Pedra do Anta,,-42.7159333248,-20.5960112648,Pedra do Anta,,Viçosa,Zona da Mata
3148905,MG,Pedra do Indaiá,,-45.2098100906,-20.2535964014,Pedra do Indaia,,Formiga,Oeste de Minas
3149002,MG,Pedra Dourada,,-42.154538669,-20.8299461552,Pedra Dourada,,Muriaé,Zona da Mata
3149101,MG,Pedralva,,-45.4659715176,-22.2542260031,Pedralva,,Santa Rita do Sapucaí,Sul/Sudoeste de Minas
3149150,MG,Pedras de Maria da Cruz,,-44.3924439592,-15.5990124532,Pedras de Maria da Cruz,,Januária,Norte de Minas
3149200,MG,Pedrinópolis,,-47.4606173926,-19.2277204067,Pedrinopolis,,Araxá,Triângulo Mineiro/Alto Paranaíba
3149309,MG,Pedro Leopoldo,,-44.0458839603,-19.618395891,Pedro Leopoldo,,Belo Horizonte,Metropolitana de Belo Horizonte
3149408,MG,Pedro Teixeira,,-43.7454590572,-21.7068071497,Pedro Teixeira,,Juiz de Fora,Zona da Mata
3149507,MG,Pequeri,,-43.1262861746,-21.8369041285,Pequeri,,Juiz de Fora,Zona da Mata
3149606,MG,Pequi,,-44.6534418965,-19.6279870911,Pequi,,Sete Lagoas,Metropolitana de Belo Horizonte
3149705,MG,Perdigão,,-45.0793625823,-19.9551229354,Perdigao,,Divinópolis,Oeste de Minas
3149804,MG,Perdizes,,-47.2920084471,-19.3386575249,Perdizes,,Araxá,Triângulo Mineiro/Alto Paranaíba
3149903,MG,Perdões,,-45.0930878294,-21.0945188676,Perdoes,,Campo Belo,Oeste de Minas
3149952,MG,Periquito,,-42.234724628,-19.1544849011,Periquito,,Ipatinga,Vale do Rio Doce
3150000,MG,Pescador,,-41.6016228176,-18.353628729,Pescador,,Governador Valadares,Vale do Rio Doce
3150109,MG,Piau,,-43.3291251743,-21.5046175294,Piau,,Juiz de Fora,Zona da Mata
3150158,MG,Piedade de Caratinga,,-42.0742639716,-19.759212625,Piedade de Caratinga,,Caratinga,Vale do Rio Doce
3150208,MG,Piedade de Ponte Nova,,-42.7352388987,-20.2476646154,Piedade de Ponte Nova,,Ponte Nova,Zona da Mata
3150307,MG,Piedade do Rio Grande,,-44.2025017472,-21.4697328736,Piedade do Rio Grande,,São João Del Rei,Campo Das Vertentes
3150406,MG,Piedade dos Gerais,,-44.2279160102,-20.4610103538,Piedade dos Gerais,,Itaguara,Metropolitana de Belo Horizonte
3150505,MG,Pimenta,,-45.7990870292,-20.4831953924,Pimenta,,Formiga,Oeste de Minas
3150539,MG,Pingo-d'Água,,-42.4086657784,-19.7286082528,Pingo-d'Agua,,Caratinga,Vale do Rio Doce
3150570,MG,Pintópolis,,-45.1495068806,-16.0549897299,Pintopolis,,Januária,Norte de Minas
3150604,MG,Piracema,,-44.478471775,-20.5089958628,Piracema,,Oliveira,Oeste de Minas
3150703,MG,Pirajuba,,-48.6966380638,-19.9085049086,Pirajuba,,Frutal,Triângulo Mineiro/Alto Paranaíba
3150802,MG,Piranga,,-43.2873455534,-20.6851438162,Piranga,,Viçosa,Zona da Mata
3150901,MG,Piranguçu,,-45.493271705,-22.5264938454,Pirangucu,,Itajubá,Sul/Sudoeste de Minas
3151008,MG,Piranguinho,,-45.5347391786,-22.4118730678,Piranguinho,,Itajubá,Sul/Sudoeste de Minas
3151107,MG,Pirapetinga,,-42.3484310466,-21.6559720072,Pirapetinga,,Cataguases,Zona da Mata
3151206,MG,Pirapora,,-44.9510653805,-17.3495820956,Pirapora,,Pirapora,Norte de Minas
3151305,MG,Piraúba,,-43.0181308109,-21.2765501293,Pirauba,,Ubá,Zona da Mata
3151404,MG,Pitangui,,-44.8901188907,-19.6805972413,Pitangui,,Pará de Minas,Metropolitana de Belo Horizonte
3151503,MG,Piumhi,,-45.9605686668,-20.4708828676,Piumhi,,Piuí,Oeste de Minas
3151602,MG,Planura,,-48.6999188552,-20.138663202,Planura,,Frutal,Triângulo Mineiro/Alto Paranaíba
3151701,MG,Poço Fundo,,-45.9649695632,-21.78469255,Poco Fundo,,Alfenas,Sul/Sudoeste de Minas
3151800,MG,Poços de Caldas,,-46.566410045,-21.7873635786,Pocos de Caldas,,Poços de Caldas,Sul/Sudoeste de Minas
3151909,MG,Pocrane,,-41.6290012533,-19.6201444044,Pocrane,,Aimorés,Vale do Rio Doce
3152006,MG,Pompéu,,-45.0018708585,-19.2209571771,Pompeu,,Três Marias,Central Mineira
3152105,MG,Ponte Nova,,-42.9096842699,-20.4166434225,Ponte Nova,,Ponte Nova,Zona da Mata
3152131,MG,Ponto Chique,,-45.0631345096,-16.6330397392,Ponto Chique,,Montes Claros,Norte de Minas
3152170,MG,Ponto dos Volantes,,-41.5078082034,-16.7545196333,Ponto dos Volantes,,Araçuaí,Jequitinhonha
3152204,MG,Porteirinha,,-43.0285226494,-15.746837727,Porteirinha,,Janaúba,Norte de Minas
3152303,MG,Porto Firme,,-43.0914109084,-20.6682669694,Porto Firme,,Viçosa,Zona da Mata
3152402,MG,Poté,,-41.7883855249,-17.8013694473,Pote,,Teófilo Otoni,Vale do Mucuri
3152501,MG,Pouso Alegre,,-45.9371442758,-22.2303029952,Pouso Alegre,,Pouso Alegre,Sul/Sudoeste de Minas
3152600,MG,Pouso Alto,,-44.9753435743,-22.1909422926,Pouso Alto,,São Lourenço,Sul/Sudoeste de Minas
3152709,MG,Prados,,-44.0732802772,-21.0560144581,Prados,,São João Del Rei,Campo Das Vertentes
3152808,MG,Prata,,-48.9238460695,-19.3082112063,Prata,,Uberlândia,Triângulo Mineiro/Alto Paranaíba
3152907,MG,Pratápolis,,-46.8609173417,-20.744184454,Pratapolis,,Passos,Sul/Sudoeste de Minas
3153004,MG,Pratinha,,-46.3784486441,-19.7569452523,Pratinha,,Araxá,Triângulo Mineiro/Alto Paranaíba
3153103,MG,Presidente Bernardes,,-43.1900555792,-20.765677501,Presidente Bernardes,,Viçosa,Zona da Mata
3153202,MG,Presidente Juscelino,,-44.0541822752,-18.6407817384,Presidente Juscelino,,Curvelo,Central Mineira
3153301,MG,Presidente Kubitschek,,-43.5574479487,-18.6154898026,Presidente Kubitschek,,Diamantina,Jequitinhonha
3153400,MG,Presidente Olegário,,-46.417788688,-18.4147419739,Presidente Olegario,,Paracatu,Noroeste de Minas
3153509,MG,Alto Jequitibá,,-41.9671751127,-20.4229271109,Alto Jequitiba,,Manhuaçu,Zona da Mata
3153608,MG,Prudente de Morais,,-44.1583906671,-19.4835603824,Prudente de Morais,,Sete Lagoas,Metropolitana de Belo Horizonte
3153707,MG,Quartel Geral,,-45.558863386,-19.2676900955,Quartel Geral,,Bom Despacho,Central Mineira
3153806,MG,Queluzito,,-43.8800273028,-20.7423844777,Queluzito,,Conselheiro Lafaiete,Metropolitana de Belo Horizonte
3153905,MG,Raposos,,-43.8047741981,-19.9655987692,Raposos,,Belo Horizonte,Metropolitana de Belo Horizonte
3154002,MG,Raul Soares,,-42.4541675367,-20.101958852,Raul Soares,,Ponte Nova,Zona da Mata
3154101,MG,Recreio,,-42.4713945673,-21.5337846188,Recreio,,Cataguases,Zona da Mata
3154150,MG,Reduto,,-41.9851988576,-20.2426797035,Reduto,,Manhuaçu,Zona da Mata
3154200,MG,Resende Costa,,-44.2394035043,-20.9173692443,Resende Costa,,São João Del Rei,Campo Das Vertentes
3154309,MG,Resplendor,,-41.2539671082,-19.3254839309,Resplendor,,Aimorés,Vale do Rio Doce
3154408,MG,Ressaquinha,,-43.7587060939,-21.055300917,Ressaquinha,,Barbacena,Campo Das Vertentes
3154457,MG,Riachinho,,-46.0027468183,-16.2168261724,Riachinho,,Pirapora,Norte de Minas
3154507,MG,Riacho dos Machados,,-43.0445637318,-15.9980341607,Riacho dos Machados,,Janaúba,Norte de Minas
3154606,MG,Ribeirão das Neves,,-44.0858236491,-19.7660220155,Ribeirao das Neves,,Belo Horizonte,Metropolitana de Belo Horizonte
3154705,MG,Ribeirão Vermelho,,-45.0647821085,-21.190414325,Ribeirao Vermelho,,Lavras,Campo Das Vertentes
3154804,MG,Rio Acima,,-43.7908543768,-20.0951301629,Rio Acima,,Belo Horizonte,Metropolitana de Belo Horizonte
3154903,MG,Rio Casca,,-42.6522301992,-20.2265128665,Rio Casca,,Ponte Nova,Zona da Mata
3155009,MG,Rio Doce,,-42.8956813088,-20.2446457034,Rio Doce,,Ponte Nova,Zona da Mata
3155108,MG,Rio do Prado,,-40.5718939338,-16.6094078455,Rio do Prado,,Almenara,Jequitinhonha
3155207,MG,Rio Espera,,-43.4653334003,-20.8580800986,Rio Espera,,Viçosa,Zona da Mata
3155306,MG,Rio Manso,,-44.3102050446,-20.2616823652,Rio Manso,,Itaguara,Metropolitana de Belo Horizonte
3155405,MG,Rio Novo,,-43.1286689153,-21.4832491499,Rio Novo,,Juiz de Fora,Zona da Mata
3155504,MG,Rio Paranaíba,,-46.2427530916,-19.1912383018,Rio Paranaiba,,Patos de Minas,Triângulo Mineiro/Alto Paranaíba
3155603,MG,Rio Pardo de Minas,,-42.5412319787,-15.6130780189,Rio Pardo de Minas,,Salinas,Norte de Minas
3155702,MG,Rio Piracicaba,,-43.1798237457,-19.9549411681,Rio Piracicaba,,Itabira,Metropolitana de Belo Horizonte
3155801,MG,Rio Pomba,,-43.1778056454,-21.2721906098,Rio Pomba,,Ubá,Zona da Mata
3155900,MG,Rio Preto,,-43.8294656656,-22.0869222525,Rio Preto,,Juiz de Fora,Zona da Mata
3156007,MG,Rio Vermelho,,-43.0224390981,-18.3011105692,Rio Vermelho,,Conceição do Mato Dentro,Metropolitana de Belo Horizonte
3156106,MG,Ritápolis,,-44.3234775238,-21.0232532704,Ritapolis,,São João Del Rei,Campo Das Vertentes
3156205,MG,Rochedo de Minas,,-43.0220685054,-21.6314596315,Rochedo de Minas,,Juiz de Fora,Zona da Mata
3156304,MG,Rodeiro,,-42.8686762586,-21.2007050792,Rodeiro,,Ubá,Zona da Mata
3156403,MG,Romaria,,-47.5817549005,-18.8834800349,Romaria,,Patrocínio,Triângulo Mineiro/Alto Paranaíba
3156452,MG,Rosário da Limeira,,-42.5060599702,-20.9812982014,Rosario da Limeira,,Muriaé,Zona da Mata
3156502,MG,Rubelita,,-42.2647623324,-16.4029664157,Rubelita,,Salinas,Norte de Minas
3156601,MG,Rubim,,-40.5369414739,-16.3729735167,Rubim,,Almenara,Jequitinhonha
3156700,MG,Sabará,,-43.8255570903,-19.8924945121,Sabara,,Belo Horizonte,Metropolitana de Belo Horizonte
3156809,MG,Sabinópolis,,-43.0882036429,-18.6718146532,Sabinopolis,,Guanhães,Vale do Rio Doce
3156908,MG,Sacramento,,-47.4365553164,-19.8635763394,Sacramento,,Araxá,Triângulo Mineiro/Alto Paranaíba
3157005,MG,Salinas,,-42.2935064723,-16.1698557321,Salinas,,Salinas,Norte de Minas
3157104,MG,Salto da Divisa,,-39.9507560236,-15.9975707022,Salto da Divisa,,Almenara,Jequitinhonha
3157203,MG,Santa Bárbara,,-43.405220988,-19.9655911927,Santa Barbara,,Itabira,Metropolitana de Belo Horizonte
3157252,MG,Santa Bárbara do Leste,,-42.1408405819,-19.9757926674,Santa Barbara do Leste,,Caratinga,Vale do Rio Doce
3157278,MG,Santa Bárbara do Monte Verde,,-43.7017741664,-21.9572670151,Santa Barbara do Monte Verde,,Juiz de Fora,Zona da Mata
3157302,MG,Santa Bárbara do Tugúrio,,-43.5589487843,-21.2462083895,Santa Barbara do Tugurio,,Barbacena,Campo Das Vertentes
3157336,MG,Santa Cruz de Minas,,-44.2232578484,-21.1194710322,Santa Cruz de Minas,,São João Del Rei,Campo Das Vertentes
3157377,MG,Santa Cruz de Salinas,,-41.7503545267,-16.0943556353,Santa Cruz de Salinas,,Salinas,Norte de Minas
3157401,MG,Santa Cruz do Escalvado,,-42.8184528533,-20.2382772553,Santa Cruz do Escalvado,,Ponte Nova,Zona da Mata
3157500,MG,Santa Efigênia de Minas,,-42.4393126686,-18.8198378232,Santa Efigenia de Minas,,Guanhães,Vale do Rio Doce
3157609,MG,Santa Fé de Minas,,-45.4136331222,-16.6873734528,Santa Fe de Minas,,Pirapora,Norte de Minas
3157658,MG,Santa Helena de Minas,,-40.6862886421,-16.9363075336,Santa Helena de Minas,,Nanuque,Vale do Mucuri
3157708,MG,Santa Juliana,,-47.5271443344,-19.3112989337,Santa Juliana,,Araxá,Triângulo Mineiro/Alto Paranaíba
3157807,MG,Santa Luzia,,-43.8500072606,-19.7676168525,Santa Luzia,,Belo Horizonte,Metropolitana de Belo Horizonte
3157906,MG,Santa Margarida,,-42.2525357803,-20.3779254268,Santa Margarida,,Manhuaçu,Zona da Mata
3158003,MG,Santa Maria de Itabira,,-43.1101498441,-19.4590107743,Santa Maria de Itabira,,Itabira,Metropolitana de Belo Horizonte
3158102,MG,Santa Maria do Salto,,-40.146933015,-16.2475726794,Santa Maria do Salto,,Almenara,Jequitinhonha
3158201,MG,Santa Maria do Suaçuí,,-42.4178024505,-18.1922522025,Santa Maria do Suacui,,Peçanha,Vale do Rio Doce
3158300,MG,Santana da Vargem,,-45.5071210487,-21.2489621802,Santana da Vargem,,Varginha,Sul/Sudoeste de Minas
3158409,MG,Santana de Cataguases,,-42.5546049491,-21.2840280786,Santana de Cataguases,,Cataguases,Zona da Mata
3158508,MG,Santana de Pirapama,,-44.0381025081,-19.0068859969,Santana de Pirapama,,Sete Lagoas,Metropolitana de Belo Horizonte
3158607,MG,Santana do Deserto,,-43.1723178337,-21.9496920444,Santana do Deserto,,Juiz de Fora,Zona da Mata
3158706,MG,Santana do Garambéu,,-44.11087343,-21.6018318574,Santana do Garambeu,,São João Del Rei,Campo Das Vertentes
3158805,MG,Santana do Jacaré,,-45.1280485696,-20.9016774924,Santana do Jacare,,Campo Belo,Oeste de Minas
3158904,MG,Santana do Manhuaçu,,-41.9234974642,-20.1085461651,Santana do Manhuacu,,Manhuaçu,Zona da Mata
3158953,MG,Santana do Paraíso,,-42.552582949,-19.3690985236,Santana do Paraiso,,Ipatinga,Vale do Rio Doce
3159001,MG,Santana do Riacho,,-43.7114593034,-19.1700918689,Santana do Riacho,,Sete Lagoas,Metropolitana de Belo Horizonte
3159100,MG,Santana dos Montes,,-43.705998279,-20.7897348515,Santana dos Montes,,Conselheiro Lafaiete,Metropolitana de Belo Horizonte
3159209,MG,Santa Rita de Caldas,,-46.3386257814,-22.0264354861,Santa Rita de Caldas,,Poços de Caldas,Sul/Sudoeste de Minas
3159308,MG,Santa Rita de Jacutinga,,-44.1004418544,-22.1484611222,Santa Rita de Jacutinga,,Juiz de Fora,Zona da Mata
3159357,MG,Santa Rita de Minas,,-42.1317808369,-19.8752101702,Santa Rita de Minas,,Caratinga,Vale do Rio Doce
3159407,MG,Santa Rita de Ibitipoca,,-43.9167605188,-21.5612300794,Santa Rita de Ibitipoca,,Juiz de Fora,Zona da Mata
3159506,MG,Santa Rita do Itueto,,-41.3792782175,-19.3598130147,Santa Rita do Itueto,,Aimorés,Vale do Rio Doce
3159605,MG,Santa Rita do Sapucaí,,-45.7039881925,-22.2533298264,Santa Rita do Sapucai,,Santa Rita do Sapucaí,Sul/Sudoeste de Minas
3159704,MG,Santa Rosa da Serra,,-45.9706644274,-19.532621138,Santa Rosa da Serra,,Patos de Minas,Triângulo Mineiro/Alto Paranaíba
3159803,MG,Santa Vitória,,-50.1234651115,-18.8439479826,Santa Vitoria,,Ituiutaba,Triângulo Mineiro/Alto Paranaíba
3159902,MG,Santo Antônio do Amparo,,-44.9186749352,-20.9462485658,Santo Antonio do Amparo,,Oliveira,Oeste de Minas
3160009,MG,Santo Antônio do Aventureiro,,-42.8116372461,-21.7558281759,Santo Antonio do Aventureiro,,Cataguases,Zona da Mata
3160108,MG,Santo Antônio do Grama,,-42.613898797,-20.3125002779,Santo Antonio do Grama,,Ponte Nova,Zona da Mata
3160207,MG,Santo Antônio do Itambé,,-43.3037794095,-18.4689716455,Santo Antonio do Itambe,,Conceição do Mato Dentro,Metropolitana de Belo Horizonte
3160306,MG,Santo Antônio do Jacinto,,-40.1753373252,-16.5376834097,Santo Antonio do Jacinto,,Almenara,Jequitinhonha
3160405,MG,Santo Antônio do Monte,,-45.2939359191,-20.0872192489,Santo Antonio do Monte,,Divinópolis,Oeste de Minas
3160454,MG,Santo Antônio do Retiro,,-42.6243765157,-15.3426335373,Santo Antonio do Retiro,,Salinas,Norte de Minas
3160504,MG,Santo Antônio do Rio Abaixo,,-43.2530571824,-19.2256798038,Santo Antonio do Rio Abaixo,,Conceição do Mato Dentro,Metropolitana de Belo Horizonte
3160603,MG,Santo Hipólito,,-44.2216982205,-18.28781019,Santo Hipolito,,Curvelo,Central Mineira
3160702,MG,Santos Dumont,,-43.5537521653,-21.4575319947,Santos Dumont,,Juiz de Fora,Zona da Mata
3160801,MG,São Bento Abade,,-45.0753606267,-21.5790480165,Sao Bento Abade,,Varginha,Sul/Sudoeste de Minas
3160900,MG,São Brás do Suaçuí,,-43.9526746479,-20.6265040685,Sao Bras do Suacui,,Conselheiro Lafaiete,Metropolitana de Belo Horizonte
3160959,MG,São Domingos das Dores,,-42.0095079969,-19.5294460673,Sao Domingos das Dores,,Caratinga,Vale do Rio Doce
3161007,MG,São Domingos do Prata,,-42.9603634004,-19.8710279004,Sao Domingos do Prata,,Itabira,Metropolitana de Belo Horizonte
3161056,MG,São Félix de Minas,,-41.4903528288,-18.5861055945,Sao Felix de Minas,,Mantena,Vale do Rio Doce
3161106,MG,São Francisco,,-44.8613127424,-15.9525638056,Sao Francisco,,Januária,Norte de Minas
3161205,MG,São Francisco de Paula,,-44.9826306199,-20.7135317999,Sao Francisco de Paula,,Oliveira,Oeste de Minas
3161304,MG,São Francisco de Sales,,-49.7655663179,-19.8651143583,Sao Francisco de Sales,,Frutal,Triângulo Mineiro/Alto Paranaíba
3161403,MG,São Francisco do Glória,,-42.2682205327,-20.7923014187,Sao Francisco do Gloria,,Muriaé,Zona da Mata
3161502,MG,São Geraldo,,-42.8376641332,-20.9208475279,Sao Geraldo,,Ubá,Zona da Mata
3161601,MG,São Geraldo da Piedade,,-42.2891350679,-18.8440313419,Sao Geraldo da Piedade,,Governador Valadares,Vale do Rio Doce
3161650,MG,São Geraldo do Baixio,,-41.3636282369,-18.9188085164,Sao Geraldo do Baixio,,Governador Valadares,Vale do Rio Doce
3161700,MG,São Gonçalo do Abaeté,,-45.8342461504,-18.341112928,Sao Goncalo do Abaete,,Paracatu,Noroeste de Minas
3161809,MG,São Gonçalo do Pará,,-44.8571889838,-19.9856847319,Sao Goncalo do Para,,Divinópolis,Oeste de Minas
3161908,MG,São Gonçalo do Rio Abaixo,,-43.3480400193,-19.8318007018,Sao Goncalo do Rio Abaixo,,Itabira,Metropolitana de Belo Horizonte
3162005,MG,São Gonçalo do Sapucaí,,-45.5946377949,-21.8919051421,Sao Goncalo do Sapucai,,Santa Rita do Sapucaí,Sul/Sudoeste de Minas
3162104,MG,São Gotardo,,-46.0531440401,-19.3127001913,Sao Gotardo,,Patos de Minas,Triângulo Mineiro/Alto Paranaíba
3162203,MG,São João Batista do Glória,,-46.5034614693,-20.6390368456,Sao Joao Batista do Gloria,,Passos,Sul/Sudoeste de Minas
3162252,MG,São João da Lagoa,,-44.3490885622,-16.8520551567,Sao Joao da Lagoa,,Montes Claros,Norte de Minas
3162302,MG,São João da Mata,,-45.9265298076,-21.9348528245,Sao Joao da Mata,,Santa Rita do Sapucaí,Sul/Sudoeste de Minas
3162401,MG,São João da Ponte,,-44.0089551085,-15.9245130655,Sao Joao da Ponte,,Montes Claros,Norte de Minas
3162450,MG,São João das Missões,,-44.0812622895,-14.8825334839,Sao Joao das Missoes,,Januária,Norte de Minas
3162500,MG,São João del Rei,,-44.2609727347,-21.1355089743,Sao Joao del Rei,,São João Del Rei,Campo Das Vertentes
3162559,MG,São João do Manhuaçu,,-42.1521577505,-20.395499866,Sao Joao do Manhuacu,,Manhuaçu,Zona da Mata
3162575,MG,São João do Manteninha,,-41.1587484426,-18.7278374866,Sao Joao do Manteninha,,Mantena,Vale do Rio Doce
3162609,MG,São João do Oriente,,-42.156459895,-19.3376661343,Sao Joao do Oriente,,Caratinga,Vale do Rio Doce
3162658,MG,São João do Pacuí,,-44.5295709891,-16.5383751446,Sao Joao do Pacui,,Montes Claros,Norte de Minas
3162708,MG,São João do Paraíso,,-42.0114224428,-15.3184380951,Sao Joao do Paraiso,,Salinas,Norte de Minas
3162807,MG,São João Evangelista,,-42.7760481434,-18.5451868295,Sao Joao Evangelista,,Guanhães,Vale do Rio Doce
3162906,MG,São João Nepomuceno,,-43.0112857685,-21.5356970636,Sao Joao Nepomuceno,,Juiz de Fora,Zona da Mata
3162922,MG,São Joaquim de Bicas,,-44.2662730161,-20.0634684606,Sao Joaquim de Bicas,,Belo Horizonte,Metropolitana de Belo Horizonte
3162948,MG,São José da Barra,,-46.3193295709,-20.7220909662,Sao Jose da Barra,,Passos,Sul/Sudoeste de Minas
3162955,MG,São José da Lapa,,-43.9599562982,-19.6986268215,Sao Jose da Lapa,,Belo Horizonte,Metropolitana de Belo Horizonte
3163003,MG,São José da Safira,,-42.1464105249,-18.3251174568,Sao Jose da Safira,,Governador Valadares,Vale do Rio Doce
3163102,MG,São José da Varginha,,-44.561059733,-19.7048059868,Sao Jose da Varginha,,Pará de Minas,Metropolitana de Belo Horizonte
3163201,MG,São José do Alegre,,-45.5301876075,-22.3290552486,Sao Jose do Alegre,,Santa Rita do Sapucaí,Sul/Sudoeste de Minas
3163300,MG,São José do Divino,,-41.3912087844,-18.483263322,Sao Jose do Divino,,Governador Valadares,Vale do Rio Doce
3163409,MG,São José do Goiabal,,-42.7098601269,-19.927983217,Sao Jose do Goiabal,,Itabira,Metropolitana de Belo Horizonte
3163508,MG,São José do Jacuri,,-42.6666267692,-18.2758107503,Sao Jose do Jacuri,,Peçanha,Vale do Rio Doce
3163607,MG,São José do Mantimento,,-41.7490728164,-20.0059989819,Sao Jose do Mantimento,,Manhuaçu,Zona da Mata
3163706,MG,São Lourenço,,-45.0533731031,-22.1177686714,Sao Lourenco,,São Lourenço,Sul/Sudoeste de Minas
3163805,MG,São Miguel do Anta,,-42.7208990463,-20.7059175905,Sao Miguel do Anta,,Viçosa,Zona da Mata
3163904,MG,São Pedro da União,,-46.6213268893,-21.1334584955,Sao Pedro da Uniao,,São Sebastião do Paraíso,Sul/Sudoeste de Minas
3164001,MG,São Pedro dos Ferros,,-42.5239009348,-20.1719098245,Sao Pedro dos Ferros,,Ponte Nova,Zona da Mata
3164100,MG,São Pedro do Suaçuí,,-42.6002319397,-18.3655057595,Sao Pedro do Suacui,,Peçanha,Vale do Rio Doce
3164209,MG,São Romão,,-45.0691351971,-16.3686392158,Sao Romao,,Pirapora,Norte de Minas
3164308,MG,São Roque de Minas,,-46.3689949346,-20.2506708115,Sao Roque de Minas,,Piuí,Oeste de Minas
3164407,MG,São Sebastião da Bela Vista,,-45.7547892089,-22.1550057868,Sao Sebastiao da Bela Vista,,Santa Rita do Sapucaí,Sul/Sudoeste de Minas
3164431,MG,São Sebastião da Vargem Alegre,,-42.6386658919,-21.0738303381,Sao Sebastiao da Vargem Alegre,,Muriaé,Zona da Mata
3164472,MG,São Sebastião do Anta,,-41.9795988985,-19.5001070899,Sao Sebastiao do Anta,,Caratinga,Vale do Rio Doce
3164506,MG,São Sebastião do Maranhão,,-42.5657456967,-18.0913715113,Sao Sebastiao do Maranhao,,Peçanha,Vale do Rio Doce
3164605,MG,São Sebastião do Oeste,,-45.003133987,-20.2740951952,Sao Sebastiao do Oeste,,Divinópolis,Oeste de Minas
3164704,MG,São Sebastião do Paraíso,,-46.9864718256,-20.9180654486,Sao Sebastiao do Paraiso,,São Sebastião do Paraíso,Sul/Sudoeste de Minas
3164803,MG,São Sebastião do Rio Preto,,-43.1747344223,-19.2857666703,Sao Sebastiao do Rio Preto,,Conceição do Mato Dentro,Metropolitana de Belo Horizonte
3164902,MG,São Sebastião do Rio Verde,,-44.9777360534,-22.2150562279,Sao Sebastiao do Rio Verde,,São Lourenço,Sul/Sudoeste de Minas
3165008,MG,São Tiago,,-44.5039924427,-20.9009463499,Sao Tiago,,São João Del Rei,Campo Das Vertentes
3165107,MG,São Tomás de Aquino,,-47.0967829719,-20.784994387,Sao Tomas de Aquino,,São Sebastião do Paraíso,Sul/Sudoeste de Minas
3165206,MG,São Thomé das Letras,,-44.9870084546,-21.7207227802,Sao Thome das Letras,,Varginha,Sul/Sudoeste de Minas
3165305,MG,São Vicente de Minas,,-44.4546835036,-21.6974718375,Sao Vicente de Minas,,Andrelândia,Sul/Sudoeste de Minas
3165404,MG,Sapucaí-Mirim,,-45.7409257376,-22.7515963809,Sapucai-Mirim,,Pouso Alegre,Sul/Sudoeste de Minas
3165503,MG,Sardoá,,-42.3661292229,-18.7832653469,Sardoa,,Guanhães,Vale do Rio Doce
3165537,MG,Sarzedo,,-44.1458673613,-20.0345349208,Sarzedo,,Belo Horizonte,Metropolitana de Belo Horizonte
3165552,MG,Setubinha,,-42.1664383108,-17.5970190167,Setubinha,,Teófilo Otoni,Vale do Mucuri
3165560,MG,Sem-Peixe,,-42.8419017302,-20.1025363692,Sem-Peixe,,Ponte Nova,Zona da Mata
3165578,MG,Senador Amaral,,-46.1802335938,-22.5887215666,Senador Amaral,,Pouso Alegre,Sul/Sudoeste de Minas
3165602,MG,Senador Cortes,,-42.9443320994,-21.8025169575,Senador Cortes,,Juiz de Fora,Zona da Mata
3165701,MG,Senador Firmino,,-43.1041303933,-20.9180596003,Senador Firmino,,Ubá,Zona da Mata
3165800,MG,Senador José Bento,,-46.1794726958,-22.1666066777,Senador Jose Bento,,Pouso Alegre,Sul/Sudoeste de Minas
3165909,MG,Senador Modestino Gonçalves,,-43.2229754715,-17.9460246708,Senador Modestino Goncalves,,Diamantina,Jequitinhonha
3166006,MG,Senhora de Oliveira,,-43.337731994,-20.7938997632,Senhora de Oliveira,,Viçosa,Zona da Mata
3166105,MG,Senhora do Porto,,-43.0817557208,-18.89800802,Senhora do Porto,,Guanhães,Vale do Rio Doce
3166204,MG,Senhora dos Remédios,,-43.5863819522,-21.0330829642,Senhora dos Remedios,,Barbacena,Campo Das Vertentes
3166303,MG,Sericita,,-42.4820072656,-20.4715553545,Sericita,,Ponte Nova,Zona da Mata
3166402,MG,Seritinga,,-44.5214453518,-21.9113492777,Seritinga,,Andrelândia,Sul/Sudoeste de Minas
3166501,MG,Serra Azul de Minas,,-43.1744593091,-18.362279725,Serra Azul de Minas,,Conceição do Mato Dentro,Metropolitana de Belo Horizonte
